termo,query_api,tipo,did,handle,data,ano,texto,uri
apply,candidatei vaga,nativo,did:plc:lvcl5wziobzp2tbtmptxpfft,nubrabp.bsky.social,2026-01-08T00:21:33.387Z,2026,"me candidatei pra uma vaga legal, a entrevista foi boa e veio o teste técnico: um bagulho super bem elaborado e explicado e imenso que eu não sei se consigo entregar a tempo E EM VÍDEO. lineuzinho eu vou pular",at://did:plc:lvcl5wziobzp2tbtmptxpfft/app.bsky.feed.post/3mbupm3qsck2p
apply,candidatei vaga,nativo,did:plc:ohdma6qm44zpivkirqdn6bf5,srningdungie.bsky.social,2026-01-06T17:29:24.148Z,2026,"me candidatei pra uma vaga CLT q trabalha domingo, se nao for aceita acho q vou é ficar feliz",at://did:plc:ohdma6qm44zpivkirqdn6bf5/app.bsky.feed.post/3mbri46nlt22p
apply,candidatei vaga,nativo,did:plc:2asu7h34fiyvyvgy6tvwcpwj,maxii.bapo.chat,2025-12-19T23:14:04.467Z,2025,"minha amg da outra filial da loja vai sair de lá e eu to seriamente pensando em sair tb ,,,,, me candidatei pra uma vaga hj e to torcendo pra dar certo </3 é mais perto daqui de casa, inclusive",at://did:plc:2asu7h34fiyvyvgy6tvwcpwj/app.bsky.feed.post/3maesxwnet22v
apply,candidatei vaga,nativo,did:plc:rssw7lcz5j2ld6z4wjfo6k3r,naosouarutinha.bsky.social,2025-12-16T00:17:23.412Z,2025,Me candidatei para a vaga no meio de um surto maníaco.  Soube que fui selecionada 🫠,at://did:plc:rssw7lcz5j2ld6z4wjfo6k3r/app.bsky.feed.post/3ma2unhr3xc2b
apply,candidatei vaga,nativo,did:plc:ql2unqx6hbjdnqrhf5trclnt,gmnzsjr.bsky.social,2025-12-11T16:19:29.618Z,2025,Acabei de receber uma ligação informando que meu currículo foi selecionado para a vaga!! A má notícia é que eu não enviei currículo nenhum e sequer me candidatei a uma vaga,at://did:plc:ql2unqx6hbjdnqrhf5trclnt/app.bsky.feed.post/3m7py3ahktk2r
apply,candidatei vaga,nativo,did:plc:dvffdp65qv5k7ry7zgpsoqqd,ninilittledots.bsky.social,2025-11-26T13:44:39.522Z,2025,Contar aqui pq ninguém vai ler mesmo… me candidatei a uma vaga achando que era pra coleta de sangue e simplesmente a vaga é de analista. Eu tava esperando salário mínimo e é bem mais que isso. Porém como não tava esperando cheguei na prova de excel perdidae se eu passar pra próxima fase é milagre,at://did:plc:dvffdp65qv5k7ry7zgpsoqqd/app.bsky.feed.post/3m6jygkspqk2r
apply,candidatei vaga,nativo,did:plc:fbyk6235ck7z3lx5jv45tt7j,tamoscanoparsa.bsky.social,2025-11-25T14:03:38.433Z,2025,Me candidatei a uma vaga no feriadão e nem 10 minutos depois recebi um e-mail com link pra fazer entrevista com IA. Mandei e-mail perguntando se tinha opção de fazer entrevista com uma pessoa e não me responderam até agora Me recuso a fazer entrevista com gerador de lero-lero,at://did:plc:fbyk6235ck7z3lx5jv45tt7j/app.bsky.feed.post/3m6hizlisik2y
apply,candidatei vaga,nativo,did:plc:dz6wxoyrm6cxjqt6rhldjhyj,mizukayoshino.bsky.social,2025-11-19T19:27:23.949Z,2025,me candidatei pra vaga em loja de móveis e só a ideia me tira toda energia hasuhausah,at://did:plc:dz6wxoyrm6cxjqt6rhldjhyj/app.bsky.feed.post/3m5yycydxyc2v
apply,candidatei vaga,nativo,did:plc:xeka2ea3qwgb7tkqmdbodkpa,annapullmann.bsky.social,2025-11-18T16:45:03.914Z,2025,"Me candidatei a uma vaga na ex-ex firma. Mas, sinceramente, não queria voltar para nenhuma das ex. Se eu tiver que voltar a ser CLT, quero coisa nova! 🤪",at://did:plc:xeka2ea3qwgb7tkqmdbodkpa/app.bsky.feed.post/3m5w6rs2x2k2x
apply,candidatei vaga,nativo,did:plc:swryefuj5k6kw5nbqhik2w63,nemesis0.bsky.social,2025-11-10T10:58:39.469Z,2025,"Nossa acho que me candidatei pra uma vaga meio lixo, espero que não me chamem",at://did:plc:swryefuj5k6kw5nbqhik2w63/app.bsky.feed.post/3m5bhoyryj22p
apply,candidatei vaga,nativo,did:plc:gdiczsiupfizjy3ub6obqcr5,as-told-by.bsky.social,2025-11-06T01:53:27.315Z,2025,"Me candidatei pra uma vaga promissora, queria tanto ser aceita 😭 O contra é que é sp, mas parece muito legal",at://did:plc:gdiczsiupfizjy3ub6obqcr5/app.bsky.feed.post/3m4wheg7bmk2s
apply,candidatei vaga,nativo,did:plc:uiowxjwznuh3pciqejytd3eq,supremeloser.bsky.social,2025-11-02T20:56:38.131Z,2025,Me candidatei a uma vaga de emprego e me arrependi instantaneamente,at://did:plc:uiowxjwznuh3pciqejytd3eq/app.bsky.feed.post/3m4ofevnvds27
apply,candidatei vaga,nativo,did:plc:ciu3rubgivyrvkxqeomzwc3u,swenkeep.bsky.social,2025-10-24T14:51:39.519Z,2025,me candidatei pra uma vaga na ****** e ****** vamos ver o que vai dar,at://did:plc:ciu3rubgivyrvkxqeomzwc3u/app.bsky.feed.post/3m3x4ryel222b
apply,candidatei vaga,nativo,did:plc:aqqwq55gz3k2dxtdbhnqgmg5,fernandopg.bsky.social,2025-10-22T22:27:47.359Z,2025,"muito bom ser desclassificado de uma vaga devido à região que moro, será que não passa pela cabeça do recrutador que se eu me candidatei a uma vaga presencial em outro estado é pq tenho disponibilidade de mudança??",at://did:plc:aqqwq55gz3k2dxtdbhnqgmg5/app.bsky.feed.post/3m3svdrhacs2k
apply,candidatei vaga,nativo,did:plc:cufyqro6inqbo6r5ab6e7z23,camishameless.bsky.social,2025-10-22T14:19:24.293Z,2025,"não sei se vcs lembram q um tempo atrás eu reclamei q me candidatei pra uma vaga em q tinha tinha todos os requisitos e fui recusada em um email q nem tinha assinatura? Hj vi quem contrataram, é uma colega q inclusive já foi minha júnior",at://did:plc:cufyqro6inqbo6r5ab6e7z23/app.bsky.feed.post/3m3s22hulx22p
apply,candidatei vaga,nativo,did:plc:zewukbj66fm6b2jxkengjbrc,wanpiro.bsky.social,2025-10-21T01:01:13.357Z,2025,"Me candidatei numa vaga hoje pela Gupy e no mesmo dia recebi o email de ""agradecemos o seu interesse mas hoje não faro""",at://did:plc:zewukbj66fm6b2jxkengjbrc/app.bsky.feed.post/3m3o4yc2hr22y
apply,candidatei vaga,nativo,did:plc:2bza3ffwkfty677z2reepna6,marcustulio.bsky.social,2025-10-20T16:45:58.616Z,2025,"Um inferno: cancelaram minha entrevista de emprego 15 minutos antes dela começar porque já preencheram a vaga... Isso porque me candidatei tem um mês, só tinha vaga de entrevista pra semana passada e eles postergaram pra essa por conta de feriado. Como não amar RH?",at://did:plc:2bza3ffwkfty677z2reepna6/app.bsky.feed.post/3m3nbcpumwk2x
apply,candidatei vaga,nativo,did:plc:qdzdtkc7w7cav4lt5i64vf5g,moonprismpowers.bsky.social,2025-10-17T13:18:07.184Z,2025,Me candidatei numa vaga só de zoas e agora eu tenho uma entrevista marcada,at://did:plc:qdzdtkc7w7cav4lt5i64vf5g/app.bsky.feed.post/3m3fecbsf6s22
apply,candidatei vaga,nativo,did:plc:xeka2ea3qwgb7tkqmdbodkpa,annapullmann.bsky.social,2025-10-16T12:05:39.970Z,2025,E me candidatei para uma vaga de emprego. 👀,at://did:plc:xeka2ea3qwgb7tkqmdbodkpa/app.bsky.feed.post/3m3cprsj6zc2k
apply,candidatei vaga,nativo,did:plc:o42b2x5zflncwnmot6udqhkr,lwatch.bsky.social,2025-10-10T18:02:51.295Z,2025,"Me candidatei a uma vaga que tenho interesse (back-end), já que pra todas as finalidades, tem que ser full stack se quiser vaga neste Brasil Aí: Usa javascript no back, com node, typescript e express.js  NUNCA VI/MEXI NA VIDA (JavaScript já, mas na web né) Como me sinto: 💀🫠🤯",at://did:plc:o42b2x5zflncwnmot6udqhkr/app.bsky.feed.post/3m2uawyaucs2x
apply,candidatei vaga,nativo,did:plc:f2o5y2lt6ibw3xq5vikevm4d,chorum3.bsky.social,2025-10-08T18:31:24.003Z,2025,me candidatei pra uma vaga de emprego que paga 1 salário mínimo que tristeza 😭😭😭😭😭😭,at://did:plc:f2o5y2lt6ibw3xq5vikevm4d/app.bsky.feed.post/3m2pbm6p3p22e
apply,candidatei vaga,nativo,did:plc:fjipfaymkm3xngywcax24dmk,wiconiconii.bsky.social,2025-10-06T14:00:57.053Z,2025,me candidatei a uma vaga d auditoria privada tendo estágio em auditoria e fui reprovada NA TRIAGEM olha eu n sei mais o q esperar sinceramente  meu currículo deve ser péssimo e eu q n percebi isso ainda,at://did:plc:fjipfaymkm3xngywcax24dmk/app.bsky.feed.post/3m2jrkqkgs22d
apply,candidatei vaga,nativo,did:plc:gtv5wlmwbf2anxzs4murutia,giroadna.bsky.social,2025-10-04T03:47:07.022Z,2025,Me candidatei a uma vaga q eu não tenho capacidade técnica suficiente pra assumir mas fui selecionada pra entrevista. Eu e 4 homens. Women in men's fields,at://did:plc:gtv5wlmwbf2anxzs4murutia/app.bsky.feed.post/3m2dodbrhqc2s
apply,candidatei vaga,nativo,did:plc:e5cbqu7u4i7entzpgyt2ubo5,abecaxxi.bsky.social,2025-10-02T18:59:57.570Z,2025,me candidatei a uma vaga de emprego e acabei de receber um email perguntando se tenho cnh eu nao acredito que vou perder uma oportunidade por nao ter dinheiro p tirar cnh,at://did:plc:e5cbqu7u4i7entzpgyt2ubo5/app.bsky.feed.post/3m2aafq4gzc2u
apply,candidatei vaga,nativo,did:plc:hllnbe7rsxz574hbc2awer7w,agatemiele.bsky.social,2025-10-02T11:42:43.408Z,2025,"Os cara não tão conseguindo nem contratar o suficiente. Essa semana teve feirão de contratação numa empresa grande. Recebi 8 mil notificações sobre isso, pq me candidatei a uma vaga há tipo uns 2 anos. Mandar todo mundo embora? Acho q não.",at://did:plc:hllnbe7rsxz574hbc2awer7w/app.bsky.feed.post/3m27hxvbe6s2x
apply,candidatei vaga,nativo,did:plc:ff2bauhgy6j2qd33pxnwx3rd,wildbulbasaur.bsky.social,2025-09-29T01:13:53.523Z,2025,obviamente me candidatei pra vaga de novo kkkkk,at://did:plc:ff2bauhgy6j2qd33pxnwx3rd/app.bsky.feed.post/3lzwtgougds27
apply,candidatei vaga,nativo,did:plc:un3skhjry24uepcr26sv3t6p,nutterica.bsky.social,2025-09-19T14:48:22.149Z,2025,"detalhe que nem me candidatei pra essa vaga, se ela que ia me oferecer que pelo menos desse informações.  Ótimo ambiente de trabalho, eu imagino 🙄",at://did:plc:un3skhjry24uepcr26sv3t6p/app.bsky.feed.post/3lz74buyyx225
apply,candidatei vaga,nativo,did:plc:yzupn4e3rmku7ges5yqt5aic,umcertoleozin.bsky.social,2025-09-17T19:30:26.559Z,2025,"Me candidatei a mais uma vaga. Não tem jeito, quero ter minha carteira assinada de novo",at://did:plc:yzupn4e3rmku7ges5yqt5aic/app.bsky.feed.post/3lz2l4ghj3k2v
apply,candidatei vaga,nativo,did:plc:jmfasxqn5l4q6ql4jtcta5ze,wesleypires.bsky.social,2025-09-09T14:50:48.085Z,2025,"Eu me candidatei a uma vaga na empresa de um amigo meu. Ai vem o plot twist: O gerente da área eu já conhecia por ter saído em uma resenha com esse meu amigo e ele e, aparentemente a primeira impressão foi tão boa que acho que a vaga deu certo (O cara é gente boa também).",at://did:plc:jmfasxqn5l4q6ql4jtcta5ze/app.bsky.feed.post/3lyfxqzl4l22d
apply,candidatei vaga,nativo,did:plc:o3sjimcgjbbqur6xmswrbj3v,tallitaramos.bsky.social,2025-09-06T13:34:42.310Z,2025,"Quem fala que não tem idade pra começar uma nova profissão tá mentindo, porque eu já me candidatei pra vaga de estágio e preferiram chamar uma menina novinha de OUTRO estado pro trabalho e não eu e falaram que é porque meu nível é muito alto",at://did:plc:o3sjimcgjbbqur6xmswrbj3v/app.bsky.feed.post/3ly6c46wivk2y
apply,candidatei vaga,nativo,did:plc:7g2qdae4deal43bvewuj46tf,amaisnova.bsky.social,2025-08-31T09:08:10.485Z,2025,"Vou m-word-me, candidatei-me a uma vaga de emprego e usei a função de autofill para me despachar... só no fim de submeter é que reparei que aquilo fez auto fill com o meu e-mail criado no sexto ano...eu vou ser a piada daquele departamento de RH!",at://did:plc:7g2qdae4deal43bvewuj46tf/app.bsky.feed.post/3lxoqg36acc2b
apply,candidatei vaga,nativo,did:plc:tkcvaejcu6i3revgwcnxwvcw,ricarddo.bsky.social,2025-08-30T00:32:05.323Z,2025,"Me candidatei pra uma vaga suuuper legal, muito meu número, e meu currículo era bem bacana pra tal.... Recebi e-mail hj dizendo que a vaga foi pausada por ajustes internos. Me ajuda aí Pedrinho",at://did:plc:tkcvaejcu6i3revgwcnxwvcw/app.bsky.feed.post/3lxld4czqbs2o
apply,candidatei vaga,nativo,did:plc:scl35wj34c4s7ev7aqyl5vbd,czardofogo.bsky.social,2025-08-27T15:18:13.230Z,2025,me candidatei para uma vaga de emprego que um dos benefícios é plano de saúde para pet 🦊🤎,at://did:plc:scl35wj34c4s7ev7aqyl5vbd/app.bsky.feed.post/3lxfda3jahk2f
apply,candidatei vaga,nativo,did:plc:scl35wj34c4s7ev7aqyl5vbd,czardofogo.bsky.social,2025-08-27T15:14:28.455Z,2025,"me candidatei para tudo quanto é vaga de emprego, vamo ver se pelo menos me respondem",at://did:plc:scl35wj34c4s7ev7aqyl5vbd/app.bsky.feed.post/3lxfczf5nms2f
apply,candidatei vaga,nativo,did:plc:wonhxael6ym4gjpfp3ofhv7p,burnoutdays.bsky.social,2025-08-26T13:26:01.661Z,2025,"me candidatei a uma vaga 👀 interessantissima, adoraria voltar a comprar roupas com desconto",at://did:plc:wonhxael6ym4gjpfp3ofhv7p/app.bsky.feed.post/3lxcmikdbn22j
apply,candidatei vaga,nativo,did:plc:uiyued7uxnpdx3o75kpt4ryd,lucasvt.bsky.social,2025-08-20T21:16:17.552Z,2025,me candidatei pra uma vaga em uma firma de jogos e perguntaram o jogo favorito e falei the sims e rei leão do super nintendo…..,at://did:plc:uiyued7uxnpdx3o75kpt4ryd/app.bsky.feed.post/3lwudxwduec2c
apply,candidatei vaga,nativo,did:plc:r3ss6gq6ye6ei6ujscakusch,aphelioscalvo.bsky.social,2025-08-20T21:08:25.721Z,2025,Me candidatei pra uma vaga x 1 semana depois a vaga sendo anunciada novamente  E então 1 semana depois NOVAMENTE,at://did:plc:r3ss6gq6ye6ei6ujscakusch/app.bsky.feed.post/3lwudjueca22y
apply,candidatei vaga,nativo,did:plc:favsanunpece2bb7twpvjzp5,youngheeyah.bsky.social,2025-08-20T01:41:57.552Z,2025,"Mano eu me candidatei pra vaga de revisão de JP-PT só q eu n vi o email de retorno e passou do prazo. Fui fazer a prova q pedem mesmo assim, mas tipo das 3 tentativas 2 eu tirei 70 (tinha q tirar 80) e desisti. Ódio",at://did:plc:favsanunpece2bb7twpvjzp5/app.bsky.feed.post/3lwsce2gvw22y
apply,candidatei vaga,nativo,did:plc:favsanunpece2bb7twpvjzp5,youngheeyah.bsky.social,2025-08-19T23:08:06.598Z,2025,Me candidatei pra uma vaga internacional. Me mandaram uma nova etapa do processo mas falaram q n é uma vaga 9-5 mas q eu iria ter q trabalhar horas a mais e q eu seria avaliada semanalmente e poderia ser demitida depois de 3 meses... É cada uma,at://did:plc:favsanunpece2bb7twpvjzp5/app.bsky.feed.post/3lwrzqx4kfk2l
apply,candidatei vaga,nativo,did:plc:6scx3rgsgfzksnopgiznmqiq,skyhopeyume.bsky.social,2025-08-15T01:21:28.730Z,2025,tava pedindo namorados aqui no site e eu me candidatei a vaga,at://did:plc:6scx3rgsgfzksnopgiznmqiq/app.bsky.feed.post/3lwfoutahhc2o
apply,candidatei vaga,nativo,did:plc:dmbmivwgfmhi7xmgkocvxc6n,ecolalisa.bsky.social,2025-08-14T13:24:34.981Z,2025,"há uns 3 anos me candidatei pra uma vaga que parecia boa, pagava na média, para o que eu procurava estava bom. chega em uma parte do processo seletivo que eles pedem instagram e facebook. facebook eu não tenho, instagram eu dei um privado (não aceito estranhos). óbvio que fui dispensada kk",at://did:plc:dmbmivwgfmhi7xmgkocvxc6n/app.bsky.feed.post/3lwegsw4z722k
apply,candidatei vaga,nativo,did:plc:odxhbplk537wzzjnj67ehjzp,getmyhearton.bsky.social,2025-08-12T16:09:16.477Z,2025,"Nossa, me candidatei a uma vaga HOJE, e hoje mesmo me rejeitaram kkkkkkkkkk Sou muito fracassada mesmo",at://did:plc:odxhbplk537wzzjnj67ehjzp/app.bsky.feed.post/3lw7p3kwvlk2o
apply,candidatei vaga,nativo,did:plc:p4poldkzjulgrnb5xjl7hrpc,jehh31.bsky.social,2025-08-03T19:56:01.325Z,2025,"Me candidatei pra uma vaga há uns 100 dias sei lá. Mas ate agora nenhum sinal. Hoje vi q a vaga ainda tá ativa. Mas n mandaram nadaaaa. É por site. E agora to pensando e se eu deixar um currículo lá na empresa Nem sei por onde vao entrar em contato, achei q era e-mail, mas nada ate agora. 😫🫠😭😭😭😭",at://did:plc:p4poldkzjulgrnb5xjl7hrpc/app.bsky.feed.post/3lvjhkqf3z22j
apply,candidatei vaga,nativo,did:plc:ymz73ptpk2bb6xvl3h47zhpu,xhenryfox.rwrb.social,2025-08-01T21:22:16.986Z,2025,me candidatei pra uma vaga de uma empresa dos eua hoje e é mt estranho ter que botar que eu nao sou branca pq eu sou latina,at://did:plc:ymz73ptpk2bb6xvl3h47zhpu/app.bsky.feed.post/3lvelh5eahc25
apply,candidatei vaga,nativo,did:plc:gv2ic6v4fl4gz5dpw6v3bk34,bibatarghetta.bsky.social,2025-07-30T20:13:09.079Z,2025,me candidatei pra uma vaga um tempo atrás pq pensei ser uma boa ter mais umas aulinhas sem precisar lidar como administrativo/financeiro também aí passei e me pediram uma demo lesson e bateu a preguiça do rolê todo não sei o que fazer...,at://did:plc:gv2ic6v4fl4gz5dpw6v3bk34/app.bsky.feed.post/3lv7gnoooys2r
apply,candidatei vaga,nativo,did:plc:fbjsh2zag3seunx67mkxdauv,fukkireta.bsky.social,2025-07-30T13:31:34.635Z,2025,me candidatei pra vaga e nem pros caras mandarem email falando que eu não passei 💔 fiquei de xereca,at://did:plc:fbjsh2zag3seunx67mkxdauv/app.bsky.feed.post/3lv6q7mglkk2i
apply,candidatei vaga,nativo,did:plc:c3467kai2xmlmxjtws2groqd,nugget-cmr.bsky.social,2025-07-29T23:28:39.583Z,2025,"Ah eu sempre gostei dessas coisas, por isso me candidatei à vaga kkkkkkkk eu já li a casa do penhasco e assassinato no expresso oriente dela, na vdd. Só nunca consegui ler os outros q tenho dela aqui em casa, mas amo a escrita dela e é tão bem montado q vc nunca acerta fácil ou d primeira o mistério",at://did:plc:c3467kai2xmlmxjtws2groqd/app.bsky.feed.post/3lv5b4ecidk25
apply,candidatei vaga,nativo,did:plc:lqvht274xcnoq4mdtamf7lho,mapamundi.bsky.social,2025-07-24T11:52:13.208Z,2025,Me candidatei pra uma vaga numa editora de didáticos em Portugal. Ganhar em euro mudaria minha vida!!!!!,at://did:plc:lqvht274xcnoq4mdtamf7lho/app.bsky.feed.post/3luphugfris2z
apply,candidatei vaga,nativo,did:plc:r3ss6gq6ye6ei6ujscakusch,aphelioscalvo.bsky.social,2025-07-24T01:00:15.490Z,2025,Umas semanas atrás me candidatei pra uma vaga e hoje entro no LinkedIn  e postaram a MESMA VAGA 2 dias atrás,at://did:plc:r3ss6gq6ye6ei6ujscakusch/app.bsky.feed.post/3luodgmtryk2s
apply,candidatei vaga,nativo,did:plc:un3skhjry24uepcr26sv3t6p,nutterica.bsky.social,2025-07-23T16:31:43.933Z,2025,"a empresa hj entrando em contato 6 meses depois que me candidatei numa vaga  provavelmente o ex funcionário só durou esse tempo porque a vaga é a mesma. Meu anjo quem é você, nem lembrava que enviei currículo pra essa bomba de vaga com salário de estágio e ainda na cidade vizinha eu tava doida",at://did:plc:un3skhjry24uepcr26sv3t6p/app.bsky.feed.post/3lungzcqxmc2s
apply,candidatei vaga,nativo,did:plc:3n5unczhf3ycmfi436ul7y6r,darthmimikyu.bsky.social,2025-07-23T13:04:30.466Z,2025,"Só esse mês eu comecei uma nova graduação, me inscrevi pra um curso de atualização em imunohemato e me candidatei pra uma vaga na firma que exige que eu estude mais um pouco Pau no cu do Wellington do passado que estava passando por um breve momento de euforia e autoestima razoável",at://did:plc:3n5unczhf3ycmfi436ul7y6r/app.bsky.feed.post/3lun3grboxs2m
apply,candidatei vaga,nativo,did:plc:7n2kzdrxlre73ugjhdupzkwr,angelsdance.bsky.social,2025-07-21T18:32:59.902Z,2025,"Me candidatei pra uma vaga de assistente de marketing de manhã. Só pedia ensino médio. Não pedia experiência, nada. Acabei de receber que a empresa cancelou minha candidatura. Tá foda.",at://did:plc:7n2kzdrxlre73ugjhdupzkwr/app.bsky.feed.post/3luimucqg3k2w
apply,candidatei vaga,nativo,did:plc:xfvyysbb6bscwxix5hag3fbq,caiqueassis.bsky.social,2025-07-17T21:33:38.564Z,2025,"Em Maio me candidatei numa vaga e na mesma semana a recrutadora entrou em contato, pediu algumas informações e não falou mais nada. Ai hoje recebe um e-mail pra validar o processo seletivo sendo que mal teve processo e nem retorno 🤡",at://did:plc:xfvyysbb6bscwxix5hag3fbq/app.bsky.feed.post/3lu6v3nh3xs2o
apply,candidatei vaga,nativo,did:plc:lnsd4pqtho6dfdxopzcuuaf6,pklaus.bsky.social,2025-07-15T18:28:28.741Z,2025,Acabei de receber o retorno negativo de um processo seletivo para trabalhar na Stone.  Eu me candidatei para a vaga há mais de três anos 🫠,at://did:plc:lnsd4pqtho6dfdxopzcuuaf6/app.bsky.feed.post/3ltzjspeqgc24
apply,candidatei vaga,nativo,did:plc:gdukfldgmoaff3mmv7vhyvc5,salineos.bsky.social,2025-07-15T16:57:29.933Z,2025,dia 5627385 de desemprego  Me candidatei pra uma vaga numa agencia de IA e na igreja mormon Deus me proteja,at://did:plc:gdukfldgmoaff3mmv7vhyvc5/app.bsky.feed.post/3ltzepzh4b22p
apply,candidatei vaga,nativo,did:plc:tqcx32g4mjeogcqnefzcomql,rribeiro1.bsky.social,2025-07-01T17:19:38.400Z,2025,"Me candidatei pra uma vaga numa agência que representa artistas de música eletrônica. Eu teria que gerenciar cronogramas de turnê, importação de equipamento, entrada de artistas no país para festivais, etc. Já to me sentindo um funcionário da MTV e tenho zero chances de conseguir, mas vamos sonhar!",at://did:plc:tqcx32g4mjeogcqnefzcomql/app.bsky.feed.post/3lsw7gpwac22y
apply,candidatei vaga,nativo,did:plc:u42qpjeouhyg3xdr7no4747r,helderknc.bsky.social,2025-06-30T20:19:07.313Z,2025,Eu me candidatei a uma vaga CLT maravilhosa 🥹 Tenho chances? Nunca  Mas não custa sonhar em ter direitos,at://did:plc:u42qpjeouhyg3xdr7no4747r/app.bsky.feed.post/3lstyyqimvc2w
apply,candidatei vaga,nativo,did:plc:tcm2a2gsse2kyc75covexka7,gatolica.bsky.social,2025-06-30T17:27:17.077Z,2025,ai muito engraçado receber retorno negativo em processo seletivo que me candidatei há meses numas vaga lixo em empresa fudida sendo que to num trampo muito melhor kkkk,at://did:plc:tcm2a2gsse2kyc75covexka7/app.bsky.feed.post/3lstpfhv72c2l
apply,candidatei vaga,nativo,did:plc:uviljrwapmgic5qqc6kbzyqh,joliemarioli.bsky.social,2025-06-27T20:50:56.633Z,2025,"Mano, eu ainda tenho 2 meses de seguro desemprego (dos quais os dinheiros já estão comprometidos por causa da minha obra) mas na ansiedade de não ficar parada ... Me candidatei pra uma vaga de telemarketing e me chamaram...agora eu tô chorando igual o seu Madruga quando tem que trabalhar",at://did:plc:uviljrwapmgic5qqc6kbzyqh/app.bsky.feed.post/3lsmjeuy77c2c
apply,candidatei vaga,nativo,did:plc:t5poue6uu42d4emjfiasicuw,acervolixao.bsky.social,2025-06-25T03:30:25.497Z,2025,"Me candidatei pra uma vaga de pesquisa na universidade em Abril que duraria um ano e não fui chamado. Agora, abriram a vaga de novo. O fdp que venceu o processo seletivo não deve ter resistido à ideia de férias acadêmicas (entendo ele)",at://did:plc:t5poue6uu42d4emjfiasicuw/app.bsky.feed.post/3lsfoch3pv22o
apply,candidatei vaga,nativo,did:plc:p2vdizzuok5ign4lfegoqm24,fayllonfox.bsky.social,2025-06-24T00:20:16.738Z,2025,"engraçado, me candidatei a umas 5 vagas de emprego e todas me recusaram, será mesmo que falta gente pra trabalhar ou as empresas que são frescas e quer alguém 1oo ideal há vaga (algo que não existe na realidade)",at://did:plc:p2vdizzuok5ign4lfegoqm24/app.bsky.feed.post/3lsct7jf6qk2d
apply,candidatei vaga,nativo,did:plc:ytramlhkp466gww3etsqvlfz,wolfswordsman.bsky.social,2025-06-23T20:03:01.386Z,2025,Me candidatei com força! Que delícia de vaga!,at://did:plc:ytramlhkp466gww3etsqvlfz/app.bsky.feed.post/3lscetj3ltc2m
apply,candidatei vaga,nativo,did:plc:rv2aeip4gmdcon6zculox735,jgloyolla.bsky.social,2025-06-12T17:21:11.733Z,2025,Me candidatei a uma vaga na famosíssima empresa Confidencial,at://did:plc:rv2aeip4gmdcon6zculox735/app.bsky.feed.post/3lrggnz6bsc27
apply,candidatei vaga,nativo,did:plc:zajkn7ywcssed632unkfpniz,fracassio.bsky.social,2025-06-10T21:33:44.924Z,2025,"Me candidatei pra uma vaga que tem uma chance não nula de me chamarem até o escritório só pra falar ""você tá de brincadeira com a nossa cara""?",at://did:plc:zajkn7ywcssed632unkfpniz/app.bsky.feed.post/3lrbttrhgvs27
apply,candidatei vaga,nativo,did:plc:cebtrutrlk4jumuycmvdiuev,raulribeiro.bsky.social,2025-06-09T20:15:26.969Z,2025,Me candidatei pra vaga no marketing vamos ver. Me deseje sorte. Hahahah,at://did:plc:cebtrutrlk4jumuycmvdiuev/app.bsky.feed.post/3lr76ytoia22h
apply,candidatei vaga,nativo,did:plc:hf5eg4r5xdnlm4z632ew7bmh,joannamaciel.com,2025-06-09T19:04:29.406Z,2025,quase enlouqueci e me candidatei a uma vaga híbrida em sp,at://did:plc:hf5eg4r5xdnlm4z632ew7bmh/app.bsky.feed.post/3lr72zxdxuc2x
apply,candidatei vaga,nativo,did:plc:i4g7hkmtd4qlo2vztp4vrqyx,yamadactbageo.bsky.social,2025-06-09T12:30:12.555Z,2025,Meu. Dá raiva certas coisas  A mais de 2 anos me candidatei a uma Vaga e somente hoje me mandaram a mensagem falando que já tinham contratado alguém.,at://did:plc:i4g7hkmtd4qlo2vztp4vrqyx/app.bsky.feed.post/3lr6eywg7bs2r
apply,candidatei vaga,nativo,did:plc:jysa63zpcrflu3hrymkwirvo,jubilada.bsky.social,2025-06-04T23:15:11.279Z,2025,me candidatei pra uma vaga q paga 20k e agora to sonhando com uma vida melhor caso me contratassem kk,at://did:plc:jysa63zpcrflu3hrymkwirvo/app.bsky.feed.post/3lqswpn3rws2v
apply,candidatei vaga,nativo,did:plc:ymkhgk56zkd7ec5escqvqw5w,thealbatrosz.bsky.social,2025-06-04T16:51:25.978Z,2025,me candidatei pra uma vaga de estágio na área de artes mds o primeiro de muitos nãos 🥰❤️,at://did:plc:ymkhgk56zkd7ec5escqvqw5w/app.bsky.feed.post/3lqsbbghegk26
apply,candidatei vaga,nativo,did:plc:yflsnjojevksqenlsxlxkpez,teresynha.bsky.social,2025-06-02T20:35:44.345Z,2025,me candidatei pra uma vaga que eu sou pra lá de superqualificado e caí num buraco existencial,at://did:plc:yflsnjojevksqenlsxlxkpez/app.bsky.feed.post/3lqnmuogly22i
apply,candidatei vaga,nativo,did:plc:wmiybsdudzl5r2a4mq6t73lt,kikikikokokoh.bsky.social,2025-05-29T21:26:01.508Z,2025,O dono da empresa que me candidatei a uma vaga olhou meu perfil no LinkedIn. Se eu não ser chamada pra pelo menos uma entrevista é pq eu tô cagada e NGM me avisou até agora,at://did:plc:wmiybsdudzl5r2a4mq6t73lt/app.bsky.feed.post/3lqdnsvy5722b
