termo,query_api,tipo,did,handle,data,ano,texto,uri
apply,inscrever vaga,nativo,did:plc:jjcfdyu7ydtuud7jg6ganwtw,voltandoao405.bsky.social,2025-10-15T02:27:36.722Z,2025,não divulgaram. vou me inscrever na vaga e ver se me chamam,at://did:plc:jjcfdyu7ydtuud7jg6ganwtw/app.bsky.feed.post/3m376zajpnc2n
apply,inscrever vaga,nativo,did:plc:apgluaxsssu7a4iwnilpzooo,andrefiremaster.bsky.social,2025-10-14T16:32:43.313Z,2025,fui me inscrever numa vaga no gupy e no campo de colocar email de quem me indicou eles não aceitam o email da pessoa 🤡,at://did:plc:apgluaxsssu7a4iwnilpzooo/app.bsky.feed.post/3m365rineuk2l
apply,inscrever vaga,nativo,did:plc:a7uadumjwjxknqd7uctdtdiu,sand0k4.bsky.social,2025-10-09T12:22:31.850Z,2025,loucura eu me inscrever numa vaga de principal enginner?,at://did:plc:a7uadumjwjxknqd7uctdtdiu/app.bsky.feed.post/3m2r5hjc33c2l
apply,inscrever vaga,nativo,did:plc:vab42bwohbq3kh7amb5rqspj,kafnana.bsky.social,2025-10-03T04:10:18.035Z,2025,"Fui me inscrever pra uma vaga de cozinheira num restaurante conceituado e eles pedem um teste ""DISC"", fui fazer pois não sabia o que era e achei um absurdo",at://did:plc:vab42bwohbq3kh7amb5rqspj/app.bsky.feed.post/3m2b75sv2uk2q
apply,inscrever vaga,nativo,did:plc:dblnyygfvgqfd3sprojec62m,dangerouslysab.bsky.social,2025-09-25T17:11:51.184Z,2025,"me ofereceram uma vaga de emprego temporária pela prefeitura da cidade do meu pai em um distrito no fim do mundo, agr eu me arrependi de me inscrever nessa vaga kkkkkkk",at://did:plc:dblnyygfvgqfd3sprojec62m/app.bsky.feed.post/3lzoh3xyfos2j
apply,inscrever vaga,nativo,did:plc:gr6re3g3hsdloogqcnqbjnzp,viuvadoexaltasamba.bsky.social,2025-09-23T17:12:09.747Z,2025,eu pedi dois dias do mês que vem pra fazer uma dessas viagens pelo sesc que consegui me inscrever ai né pedir antes de pagar e confirmar a vaga kkkkk eu tô com uma caralhada de horas no banco nem deu problema é só que eu sou maluca mesmo e tudo é mt mais complicado na minha cabeça,at://did:plc:gr6re3g3hsdloogqcnqbjnzp/app.bsky.feed.post/3lzjg6orfmk2i
apply,inscrever vaga,nativo,did:plc:uzzmaxeym2vizmsjb2o5nebu,meanwhiley.bsky.social,2025-09-17T19:06:37.812Z,2025,50 páginas de formulário pra se inscrever pra uma vaga VOLUNTÁRIA explode essa merda de mundo q não tem mais jeito mesmo,at://did:plc:uzzmaxeym2vizmsjb2o5nebu/app.bsky.feed.post/3lz2jrtvnd22t
apply,inscrever vaga,nativo,did:plc:4g46pew52xdhj7ywggbt4uhk,artemisianas.bsky.social,2025-09-15T21:44:20.178Z,2025,Hoje eu fui me inscrever pra uma vaga de emprego e me pediram os dados da minha certidão de nascimento (?). Tô me perguntando até agora o que eles querem com isso,at://did:plc:4g46pew52xdhj7ywggbt4uhk/app.bsky.feed.post/3lyvrnyyn4k2h
apply,inscrever vaga,nativo,did:plc:nh6jf4rjob75m2okbdhutesb,2seokgin.bsky.social,2025-09-10T11:26:31.121Z,2025,"fui tentar me inscrever pra vaga de tutoria online mas precisava de pós-graduação e eu não tenho nenhuma, e me veio de novo a sensação de não acreditar que eu passei num concurso público efetivo dentro das vagas só com um diploma de graduação e um sonho",at://did:plc:nh6jf4rjob75m2okbdhutesb/app.bsky.feed.post/3lyi4snv25c2x
apply,inscrever vaga,nativo,did:plc:7ybc7difnpm4wss77gctl2bx,mineirodosmares.bsky.social,2025-09-05T18:56:17.513Z,2025,Fico pensando o que leva alguém a simplesmente se inscrever em uma vaga sem saber nenhuma informação. Me da vontade de dar algum trote qualquer hora,at://did:plc:7ybc7difnpm4wss77gctl2bx/app.bsky.feed.post/3ly4dmcslm22l
apply,inscrever vaga,nativo,did:plc:putlfdthuqizrhei325bbyy4,eiarturo.bsky.social,2025-09-03T00:55:03.701Z,2025,"fui me inscrever numa vaga. era pelo gupy. precisa de cpf pro cadastrado. tá. aí chegou na parte das perguntas específicas da empresa: rg. órgão emissor. pai. mãe. naturalidade.  BOE PQ VC QUER SABER ISSO, SABE",at://did:plc:putlfdthuqizrhei325bbyy4/app.bsky.feed.post/3lxvgb3fhl22o
apply,inscrever vaga,nativo,did:plc:sstn4klqadxxeysdasftbycg,galagol.bsky.social,2025-09-02T14:30:26.075Z,2025,ia me inscrever pra uma vaga mas nao tenho os specs do computador VAI SE FUDER PQ VCS QUEREM 200 SSD,at://did:plc:sstn4klqadxxeysdasftbycg/app.bsky.feed.post/3lxude5xacs2j
apply,inscrever vaga,nativo,did:plc:kgcob7lxud2v2d22cpzk7ibg,jukawayumi.bsky.social,2025-08-29T14:56:02.898Z,2025,cansada de me inscrever em vaga e receber logo em seguida um email dizendo que minha pretensão é alta demais ???,at://did:plc:kgcob7lxud2v2d22cpzk7ibg/app.bsky.feed.post/3lxkcwbqa4k2n
apply,inscrever vaga,nativo,did:plc:643v7wgplurjg4jabk3f3wc7,filmedegato.bsky.social,2025-08-20T01:02:24.482Z,2025,"simm special exempt acho que vai pra quem tem ranking e não se inscreveu a tempo... não sei o que rola se ninguém se inscrever, deve ser vaga de lucky loser",at://did:plc:643v7wgplurjg4jabk3f3wc7/app.bsky.feed.post/3lwsa5dcjrc2q
apply,inscrever vaga,nativo,did:plc:ysskpsocoehyjkg4xgho53mw,mythsouls.bsky.social,2025-08-18T21:09:40.956Z,2025,fico tão triste de morar longe dos hotéis senac e não poder me inscrever pra vaga de emprego de mensageiro e infelizmente não viver meu próprio hotel budapeste,at://did:plc:ysskpsocoehyjkg4xgho53mw/app.bsky.feed.post/3lwpcob6sv22z
apply,inscrever vaga,nativo,did:plc:pd6q4fcsler6wklohs7n3fuc,zorariver.bsky.social,2025-08-15T21:22:04.762Z,2025,"O pior de tudo é que não é uma ou outra situação que é muito muito ruim. São 4792 pequenas coisas que vão acontecendo que juntas ficam péssimas e que  tão começando a me minar aos poucos. Resolvi até me inscrever numa empresa onde já trabalhei, mas em outra vaga.",at://did:plc:pd6q4fcsler6wklohs7n3fuc/app.bsky.feed.post/3lwhrxo5pwk2v
apply,inscrever vaga,nativo,did:plc:la2b7mtezlaukldwvnk7q4na,mahoushoujo.bsky.social,2025-08-11T23:06:09.797Z,2025,👇🏻👇🏻👇🏻 não aguento mais me inscrever pra vaga de emprego sem saber se vou receber lixo ou mixaria (porque salário bom mal existe mais nessa economia),at://did:plc:la2b7mtezlaukldwvnk7q4na/app.bsky.feed.post/3lw5vw422wc24
apply,inscrever vaga,nativo,did:plc:ink722ghejqqje7jc4hmdaio,deaguadoce.bsky.social,2025-08-05T13:19:18.603Z,2025,Logo após esse bluíte fui me inscrever numa vaga de estágio! Sério,at://did:plc:ink722ghejqqje7jc4hmdaio/app.bsky.feed.post/3lvnsd7b6ck2t
apply,inscrever vaga,nativo,did:plc:5hgcsej5wlaukfshbairge7b,umabacaxiverde.bsky.social,2025-08-04T23:13:17.187Z,2025,eu acabei de me inscrever em uma vaga de emprego de promotora de vendas da companhia das letras no rio de janeiro eu não teria tanta sorte,at://did:plc:5hgcsej5wlaukfshbairge7b/app.bsky.feed.post/3lvmd2ffpxs2l
apply,inscrever vaga,nativo,did:plc:w5igpvam35odqu55yyrhwy53,clariceclarice.bsky.social,2025-07-29T01:49:53.206Z,2025,Não tenho energia pra nada mas vou SIM me inscrever pra concorrer a vaga pra fazer mandarim na UFRGS,at://did:plc:w5igpvam35odqu55yyrhwy53/app.bsky.feed.post/3lv2yjxw6sc2q
apply,inscrever vaga,nativo,did:plc:xm5rbxzyzbmwc5zou7wbxsld,uperalta.bsky.social,2025-07-24T23:05:22.252Z,2025,"Minha priminha veio aqui pra eu ajudar ela a se inscrever em vaga de emprego. Eu chamo de priminha mas ela é 7 anos mais nova que eu saiuhsauihasiaiusha Mas muito louco isso ainda, eu vi essa menina nascer véi",at://did:plc:xm5rbxzyzbmwc5zou7wbxsld/app.bsky.feed.post/3luqni4flbs27
apply,inscrever vaga,nativo,did:plc:hllnbe7rsxz574hbc2awer7w,agatemiele.bsky.social,2025-07-23T15:33:24.358Z,2025,"Quer me matar é me inscrever na vaga e tem uma pergunta assim: tem fácil acesso a Taboão??? Meu anjo, pq não colocou na descrição da vaga onde que era?? Eu nem tinha apertado o botão",at://did:plc:hllnbe7rsxz574hbc2awer7w/app.bsky.feed.post/3lundqzcewc24
apply,inscrever vaga,nativo,did:plc:fl3zm3nmw7sl6qv3tjlqlop3,krof.bsky.social,2025-07-23T15:02:01.868Z,2025,como pode eu me inscrever em tantos cursos e não conseguir vaga pra nenhum,at://did:plc:fl3zm3nmw7sl6qv3tjlqlop3/app.bsky.feed.post/3lunbyvzdrs2n
apply,inscrever vaga,nativo,did:plc:ikikqrof2wyiaih3mqnqr5za,anacpaim.bsky.social,2025-07-23T11:18:10.767Z,2025,"Eu preciso me inscrever num processo seletivo pruma vaga aí, faz 1 hora e meia que tô tentando ligar o notebook",at://did:plc:ikikqrof2wyiaih3mqnqr5za/app.bsky.feed.post/3lumvin4o7k2f
apply,inscrever vaga,nativo,did:plc:ocbs2gfetzyohngqugzlawrc,reddish.bsky.social,2025-07-22T00:52:59.141Z,2025,"o pecado foi me inscrever em vaga da gupy, tá aparecendo como etapa em várias vagas lá",at://did:plc:ocbs2gfetzyohngqugzlawrc/app.bsky.feed.post/3lujc3rrwx22p
apply,inscrever vaga,nativo,did:plc:en6r5jkssonss4nldecqn7j3,jadzia.top,2025-07-21T14:37:17.810Z,2025,precisando urgente sentir q a vida é mais do q se inscrever em vaga e receber uma resposta negativa 2 meses depois falando q não possuo o perfil da empresa,at://did:plc:en6r5jkssonss4nldecqn7j3/app.bsky.feed.post/3lui7otryfc2k
apply,inscrever vaga,nativo,did:plc:yvpxpp25pcvki66vjfgwskot,moiteneia.bsky.social,2025-07-19T17:30:55.835Z,2025,"Ei galeris! Quem tá no mercado de trabalho: Hoje é o último dia para se inscrever no Concurso Nacional Unificado. Tem vaga de emprego inclusive para quem só tem ensino médio e quem tem ensino médio incompleto, mas também tem para inúmeras graduações diferentes!  Não percam a oportunidade. Vai q?",at://did:plc:yvpxpp25pcvki66vjfgwskot/app.bsky.feed.post/3ludihibewk2b
apply,inscrever vaga,nativo,did:plc:hzf3uptsw7vcprfuf4wcdqp7,alinne.bsky.social,2025-07-17T15:19:47.334Z,2025,"Fui me inscrever numa vaga e tinha a pergunta ""Paixões"". Coloquei pudim e tahani, claro",at://did:plc:hzf3uptsw7vcprfuf4wcdqp7/app.bsky.feed.post/3lu6a75ecvk2r
apply,inscrever vaga,nativo,did:plc:ylw2kqxdjxo7dwq5z7ibp2rd,renancamiran.bsky.social,2025-07-14T21:25:23.373Z,2025,imagina vc se inscrever num concurso e ligar na prefeitura: oi coloca uma vaga aí que na minha área não tem.  ou então num vestibular: oi abre uma turma aí que na área que eu quero não tem curso kkkkkkk,at://did:plc:ylw2kqxdjxo7dwq5z7ibp2rd/app.bsky.feed.post/3ltxda4ssz227
apply,inscrever vaga,nativo,did:plc:zda6wecq3vkpxhpdkolzggfv,0gigabytes.bsky.social,2025-06-26T15:42:39.756Z,2025,vou me inscrever em concurso público pra passar na vaga de reply guy,at://did:plc:zda6wecq3vkpxhpdkolzggfv/app.bsky.feed.post/3lsjhopjjrs2q
apply,inscrever vaga,nativo,did:plc:4tfxikvkoyw6jf3wotffdbze,xumarce.bsky.social,2025-06-25T14:09:12.988Z,2025,Não entendo o rolê de vagas no LinkedIn se pra me inscrever naquela vaga eu tenho que entrar no site próprio da empresa então assim PRA QUE,at://did:plc:4tfxikvkoyw6jf3wotffdbze/app.bsky.feed.post/3lsgryoztf22h
apply,inscrever vaga,nativo,did:plc:nujam5yjb5fp3ygknopalitl,hiisarah.bsky.social,2025-06-20T06:52:51.282Z,2025,"Meninas vcs acham que é falta de vergonha na cara eu me inscrever pra uma vaga de analista de ti III eu tenho todos os requisitos e até o seria desejavel se vc tivesse eu tenho também a experiência em diversos canais tenho também, experiência em cloud tô pegando agora no meu projeto eu me contratava",at://did:plc:nujam5yjb5fp3ygknopalitl/app.bsky.feed.post/3lrzhbsvt4k2v
apply,inscrever vaga,nativo,did:plc:6qk6ynbvawc4dl3fglr6kd7u,igrsh.bsky.social,2025-06-16T22:07:33.303Z,2025,"sempre fico num dilema bem grande em me inscrever ou não numa vaga de emprego que, se eu passar, tem mais chance de eu não ir do que de ir...",at://did:plc:6qk6ynbvawc4dl3fglr6kd7u/app.bsky.feed.post/3lrqyjqn5rk2h
apply,inscrever vaga,nativo,did:plc:zrq635zh4lt3tdxnkscx5l3h,posviatos.bsky.social,2025-06-12T18:32:42.145Z,2025,"12/06 Vaga de ROTEIRISTA SÊNIOR  Depois de se inscrever pra vaga tem uma ""prova"" de excel com VINTE E CINCO PERGUNTAS",at://did:plc:zrq635zh4lt3tdxnkscx5l3h/app.bsky.feed.post/3lrgknutac22c
apply,inscrever vaga,nativo,did:plc:dwyt7gualx2f6vhv6kqduymi,20palavras.bsky.social,2025-06-12T12:20:57.621Z,2025,Acabei de receber um email me convidando para me inscrever em uma vaga IDEAL para o meu curriculo: estagiaria de pedagogia em salvador *-*,at://did:plc:dwyt7gualx2f6vhv6kqduymi/app.bsky.feed.post/3lrfvv5lajk2p
apply,inscrever vaga,nativo,did:plc:fuy4uumhzmlfldth5dw4fglj,sophrosynho.bsky.social,2025-06-09T23:30:40.040Z,2025,Vou me inscrever pra uma vaga do cnu em recife se preparem....,at://did:plc:fuy4uumhzmlfldth5dw4fglj/app.bsky.feed.post/3lr7jvw524s2s
apply,inscrever vaga,nativo,did:plc:kez3yzakfuajjvr2dxzqcr3m,caioboo.bsky.social,2025-06-09T15:20:46.263Z,2025,Aqui no meu trabalho atualizando meu currículo pra me inscrever em uma vaga,at://did:plc:kez3yzakfuajjvr2dxzqcr3m/app.bsky.feed.post/3lr6ojw26qs2v
apply,inscrever vaga,nativo,did:plc:sitrbg3wlsmmw6kaeju4vxxb,gamersegames.bsky.social,2025-06-06T15:35:54.559Z,2025,Red Bull anuncia torneio global de Tetris com final inédita nos céus de Dubai #GamerseGames Red Bull lança torneio global de Tetris com final inédita nos céus de Dubai. Brasileiros podem se inscrever até 31 de outubro para disputar vaga na decisão. www.gamersegames.com.br/2025/06/06/r...,at://did:plc:sitrbg3wlsmmw6kaeju4vxxb/app.bsky.feed.post/3lqx5y7uwks2q
apply,inscrever vaga,nativo,did:plc:kzkl2onyewbs7pehh2ellzcb,g1-bot-rss.adilson.net.br,2025-06-05T17:10:29.660507Z,2025,Banco contrata assessores de investimentos no Maranhão; saiba como se inscrever para a vaga,at://did:plc:kzkl2onyewbs7pehh2ellzcb/app.bsky.feed.post/3lqussi4r6i2d
apply,inscrever vaga,nativo,did:plc:cubay5hatott2b6pdjpw5vyc,monilvy.bsky.social,2025-06-04T13:57:28.512Z,2025,"As aulas de pilates na academia que frequento são mega disputadas... eu coloco alarme pra conseguir me inscrever. Hoje eu entrei com 5 minutos de atraso e só faltava 1 vaga, que consegui pegar, amém!",at://did:plc:cubay5hatott2b6pdjpw5vyc/app.bsky.feed.post/3lqrxkej6k22v
apply,inscrever vaga,nativo,did:plc:pnwysssi2us5jxjzxbnsap7h,kandinha.bsky.social,2025-06-03T00:22:12.439Z,2025,fui reprovada kk nem sei por que insisto em me inscrever em vaga de área da tecnologia se eu não tenho experiência nenhuma segunda vez que eu quebro a cara já,at://did:plc:pnwysssi2us5jxjzxbnsap7h/app.bsky.feed.post/3lqnzjn2hvs2b
apply,inscrever vaga,nativo,did:plc:tokhxo3genx2zulayv5k7ais,lelebs.bsky.social,2025-05-22T19:52:56.754Z,2025,fui me inscrever numa vaga e me pediu INSTAGRAM PROFISSIONAL vsf tenho isso não,at://did:plc:tokhxo3genx2zulayv5k7ais/app.bsky.feed.post/3lprvdzpovc2m
apply,inscrever vaga,nativo,did:plc:skckycgq6vcx4qdre5hy4fe5,annakarinysantos.bsky.social,2025-05-15T20:44:15.555Z,2025,Não consigo me inscrever em vaga  pq o site não me manda e-mail de recuperação de senha AAAAAHHHHHH,at://did:plc:skckycgq6vcx4qdre5hy4fe5/app.bsky.feed.post/3lpaexdoh5c2d
apply,inscrever vaga,nativo,did:plc:5znfakny773hpphqznz4qorl,brenocms.bsky.social,2025-05-15T13:40:38.385Z,2025,Entrei no LinkedIn pra mais uma rodada de se inscrever em vaga q n da resposta e vi q só os baba ovo da minha antiga empresa mantiveram o emprego Mais uma vez pensando q n devia ter tentado fazer meu trabalho mas só tentado comer alguem da gerência msm,at://did:plc:5znfakny773hpphqznz4qorl/app.bsky.feed.post/3lp7nbtxkfc2g
apply,inscrever vaga,nativo,did:plc:yc26uabczl3qi4czyftetzxl,rc24h.bsky.social,2025-05-09T14:05:15.341Z,2025,OPORTUNIDADE / A vaga é para o cargo do Coordenador Pedagógico e os candidatos têm até 11 de maio para se inscrever #RC24h #CaboFrio #Emprego  rc24h.com.br/senac-rj-ofe...,at://did:plc:yc26uabczl3qi4czyftetzxl/app.bsky.feed.post/3loqludq5b22v
apply,inscrever vaga,nativo,did:plc:z4r7li2ddg4hvgmhb3ixarc2,agthcht.bsky.social,2025-04-27T23:28:29.375Z,2025,"pensando em me inscrever pra uma vaga em outro setor mesmo não tendo o conhecimento necessário, indo só com o meu dom da conversa fiada e o fato de ser desenrolada",at://did:plc:z4r7li2ddg4hvgmhb3ixarc2/app.bsky.feed.post/3lntfqgpggc2d
apply,inscrever vaga,nativo,did:plc:tlm3bpbfpwmx3uj5um2kfm47,abraji.bsky.social,2025-04-17T14:39:24.097Z,2025,👀 Mais de 1.300 pessoas já se inscreveram. Já garantiu sua vaga? 🔗 Clique no link para saber mais e se inscrever: mla.bs/d64dbd7a,at://did:plc:tlm3bpbfpwmx3uj5um2kfm47/app.bsky.feed.post/3lmzdj7c3wk2u
apply,inscrever vaga,nativo,did:plc:ink722ghejqqje7jc4hmdaio,deaguadoce.bsky.social,2025-04-15T17:26:33.804Z,2025,Se inscrever em vaga da ONU dá vontade de morrer né,at://did:plc:ink722ghejqqje7jc4hmdaio/app.bsky.feed.post/3lmulw7llbs2r
apply,inscrever vaga,nativo,did:plc:tokhxo3genx2zulayv5k7ais,lelebs.bsky.social,2025-04-07T19:32:08.287Z,2025,"escrevi um texto da porra pra mandar me inscrever numa vaga, espero que ao menos leiam",at://did:plc:tokhxo3genx2zulayv5k7ais/app.bsky.feed.post/3lmap7fdrss26
apply,inscrever vaga,nativo,did:plc:yxq74lun6xtkwowuexbvcqbz,sidsss.bsky.social,2025-04-07T19:04:59.494Z,2025,"nossa que triste, fui me inscrever pra uma vaga e não tavam mais aceitando",at://did:plc:yxq74lun6xtkwowuexbvcqbz/app.bsky.feed.post/3lmanotyxnk25
apply,inscrever vaga,nativo,did:plc:azti6bn5jv4fwcyt4dm4rrtk,meunomeegal.bsky.social,2025-04-07T16:24:42.378Z,2025,Eu não aguento mais me inscrever pra posições cujo salario é relativamente baixo e cada vaga tem mais de 400 inscritos Emprego pleno nao ta chegando na classe media ta osso,at://did:plc:azti6bn5jv4fwcyt4dm4rrtk/app.bsky.feed.post/3lmaeqafypk2c
apply,inscrever vaga,nativo,did:plc:aqws5xxxf2ilmdrevom37j57,hafrances.bsky.social,2025-03-31T16:43:09.793Z,2025,"Costumo ter muita vontade de me inscrever pra intrínseca mas a cada 3 meses eles abrem vaga pro time de mkt deles, medo de saber pq ninguém para lá",at://did:plc:aqws5xxxf2ilmdrevom37j57/app.bsky.feed.post/3llosiscarc23
apply,inscrever vaga,nativo,did:plc:g3tw4okc4lu7mgkfrrmwkol4,r3nata.bsky.social,2025-03-27T23:21:59.424Z,2025,nunca sei se eras se inscrever em concurso que só tem vaga de cadastro reserva ou não,at://did:plc:g3tw4okc4lu7mgkfrrmwkol4/app.bsky.feed.post/3llfgwbjn2227
apply,inscrever vaga,nativo,did:plc:32zbwxtgnxn3dtlogaumqt4j,unilson.bsky.social,2025-03-17T15:56:07.497Z,2025,"alegrias do meu início de tarde: me inscrever pra uma vaga bem legal no senac. orando para ser visto, percebido. acompanhar, no melhor estilo Studio Ghibli, Pandora caçando uma borboleta pelo quintal.",at://did:plc:32zbwxtgnxn3dtlogaumqt4j/app.bsky.feed.post/3lkljdsc3e22n
apply,inscrever vaga,nativo,did:plc:x7xxcfwzbg7qyhfs74oysdqd,pedrodanielrf.bsky.social,2025-03-16T13:53:16.670Z,2025,"Acabei de me inscrever pra uma vaga de modelador 3D que pede um teste de português pela Guppy 🤪 Ao invés de mexer polígono, devo ter demandas de redação.",at://did:plc:x7xxcfwzbg7qyhfs74oysdqd/app.bsky.feed.post/3lkirz7hl3k2l
apply,inscrever vaga,nativo,did:plc:7vwxenlbyeobldawuyoahnez,xannibell.bsky.social,2025-03-15T12:12:25.032Z,2025,"Isso é tão desanimador!! Na minha área tão fazendo seleções que envolvem várias etapas, provas, várias entrevistas e afins Coisa de passar 3h-4h para se inscrever em uma vaga e não ser contratado",at://did:plc:7vwxenlbyeobldawuyoahnez/app.bsky.feed.post/3lkg3vwpjdc2e
apply,inscrever vaga,nativo,did:plc:yxq74lun6xtkwowuexbvcqbz,sidsss.bsky.social,2025-03-14T13:15:56.637Z,2025,"tenho notado uma maneira saudável de conseguir entrevista é no boca a boca mesmo para empresas menores, mas empresas medianas/grandes tive oportunidades. networking é muito importante, aparecer no linkedin e tals... pq se inscrever em vaga é pedir pra adoecer.",at://did:plc:yxq74lun6xtkwowuexbvcqbz/app.bsky.feed.post/3lkdoymbouc2o
apply,inscrever vaga,nativo,did:plc:323uvjoad4lm5obpypdjdv2s,keibosta.bsky.social,2025-03-06T17:35:40.421Z,2025,odeio quando vou me inscrever pra uma vaga de emprego e o site é a gupy,at://did:plc:323uvjoad4lm5obpypdjdv2s/app.bsky.feed.post/3ljpzrojvps2z
apply,inscrever vaga,nativo,did:plc:kmhiq3omyho57rzrdopllikd,laurettis.bsky.social,2025-03-06T14:19:08.416Z,2025,"eu consegui abrir, ai fui me inscrever pq ainda aparecia vaga, mas o site caiu, ai quando voltou as vagas ja estavam preenchidas. que ódio, fazia tempo que nao tinha pra iniciante... torcer para alguem nao pagar essa taxa",at://did:plc:kmhiq3omyho57rzrdopllikd/app.bsky.feed.post/3ljposapm222e
apply,inscrever vaga,nativo,did:plc:jjplgukaj2mpvphcpmqoo4hb,alumbrar.bsky.social,2025-02-24T20:37:17.547Z,2025,"então acho que a maior parte não vai exigir tudo isso não! até pq a concorrência não tem um nível tão alto assim. o negócio é se inscrever pra um monte de vaga e ir descobrindo na prática o que vão pedir, daí o que tu não souber tu estuda pra entrevista seguinte.",at://did:plc:jjplgukaj2mpvphcpmqoo4hb/app.bsky.feed.post/3lix7ba5hj22q
apply,inscrever vaga,nativo,did:plc:ejru666njqmhxb7j4vd3lx6g,depressivebitchh.bsky.social,2025-02-20T22:54:19.976Z,2025,Se tu não morasse tão longe eu iria me inscrever na vaga 🥺,at://did:plc:ejru666njqmhxb7j4vd3lx6g/app.bsky.feed.post/3linf2lt2e22i
apply,inscrever vaga,nativo,did:plc:hec4co3w2kgboag4btgye5jk,juliadidit.bsky.social,2025-02-19T17:14:27.282Z,2025,caralho tive que fazer uma prova de portugues pra se inscrever em uma vaga vai se fuder guppy,at://did:plc:hec4co3w2kgboag4btgye5jk/app.bsky.feed.post/3likblwen5c2h
apply,inscrever vaga,nativo,did:plc:ex3v57twhpqbl2kwpqpv4xc5,mornietari.bsky.social,2025-02-14T22:31:36.671Z,2025,"Sério, essa caralha de site me faz mal! Só abri lá de volta pra mandar CV e me inscrever numa vaga que me indicaram...  (Sim, eu sei: é só mais uma rede social insalubre, nada se novo no front e etc)",at://did:plc:ex3v57twhpqbl2kwpqpv4xc5/app.bsky.feed.post/3li6aygvqtk24
apply,inscrever vaga,nativo,did:plc:g4xwlwwjhdkee2trch3ep2b7,asrep-onosim.bsky.social,2025-02-09T15:09:51.115Z,2025,assim de saúde vendo os vídeos do povo fazendo rope jump na ponte sendo q quando fui tentar me inscrever já n tinha mais vaga,at://did:plc:g4xwlwwjhdkee2trch3ep2b7/app.bsky.feed.post/3lhqvxvxvt22r
apply,inscrever vaga,nativo,did:plc:5cny4476yvf2nvcxzldjm2kl,amandasalsinha.bsky.social,2025-02-08T03:50:50.126Z,2025,Aaaaah.. esses sites de emprego são terriveis. Estava quase acabando de me inscrever pra uma vaga q vale a pena e o site atualizou... eu perdi tuuudoooooo.,at://did:plc:5cny4476yvf2nvcxzldjm2kl/app.bsky.feed.post/3lhn7kstlpk2b
apply,inscrever vaga,nativo,did:plc:66d4myypwtzbuvibzvhskqcj,beto1berto.bsky.social,2025-02-07T13:20:52.353Z,2025,"📩 As inscrições no Fies encerram hoje, 7/2. 📲 Veja o passo a passo de como se inscrever e concorrer a uma vaga no ensino superior. 🎥 Audiovisual I MEC www.instagram.com/reel/DFs41-p... www.facebook.com/share/v/156w...",at://did:plc:66d4myypwtzbuvibzvhskqcj/app.bsky.feed.post/3lhlox75xzc27
apply,inscrever vaga,nativo,did:plc:fspzlijsxyadk22idokmvw6r,estudalis.bsky.social,2025-02-07T11:30:49.301Z,2025,"acho que o termômetro pra ver se vc, pessoa parda, filha de negros e pardos, com traços negroides mas que teve o infortúnio de nascer com a pele clara, saber se pode ou não se inscrever na vaga PPI é: Já sofreu racismo ou qualquer preconceito devido à cor da sua pele? Se não, então, não.",at://did:plc:fspzlijsxyadk22idokmvw6r/app.bsky.feed.post/3lhlisfyvy22c
apply,inscrever vaga,nativo,did:plc:riu454mt4vhlxfwmcfvmqsyh,benstillerstan.bsky.social,2025-02-06T16:51:45.580Z,2025,"Acabei de me inscrever numa vaga da UNICEF, literalmente pedindo ajuda humanitária",at://did:plc:riu454mt4vhlxfwmcfvmqsyh/app.bsky.feed.post/3lhjkber7vc2v
apply,inscrever vaga,nativo,did:plc:dbx5fob2v5br2fifsc7vy6do,estru.me,2025-02-06T03:25:03.624Z,2025,VSF RECOMPENSA! Vou me inscrever nessa vaga e de portfólio vasto e intimidador eu vou mandar o 2 Girls 1 Cup pra eles,at://did:plc:dbx5fob2v5br2fifsc7vy6do/app.bsky.feed.post/3lhi56v2kus26
apply,inscrever vaga,nativo,did:plc:gcnznyxlkkno5nf5sjczhrz7,seraphathedisco.bsky.social,2025-02-03T17:43:12.110Z,2025,fui me inscrever em uma vaga de trainee e as inscrições já acabaram ? sendo que tá no comunicado até 3 de março... que ódio...,at://did:plc:gcnznyxlkkno5nf5sjczhrz7/app.bsky.feed.post/3lhc3qlwo522t
apply,inscrever vaga,nativo,did:plc:mcn6g2pst2hubtdktkbwngjc,cicihard.bsky.social,2025-02-02T23:11:31.605Z,2025,como faz pra inscrever na vaga?,at://did:plc:mcn6g2pst2hubtdktkbwngjc/app.bsky.feed.post/3lha5mrefjk2n
apply,inscrever vaga,nativo,did:plc:ezkvnk6cih36zt7pa52jtzbs,patodeborracha.bsky.social,2025-01-31T22:34:14.988Z,2025,abriu concurso do ibama. indo me inscrever na vaga de pato de lago de parque municipal.,at://did:plc:ezkvnk6cih36zt7pa52jtzbs/app.bsky.feed.post/3lh32mbgpbs22
apply,inscrever vaga,nativo,did:plc:hllnbe7rsxz574hbc2awer7w,agatemiele.bsky.social,2025-01-22T16:39:35.685Z,2025,"Prometeram mto futuro com a internet mas recebemos golpes sem fim  Pra comprar um negócio, se inscrever a uma vaga, qualquer coisa, sempre uma maratona de investigação pra descobrir se é golpe Isso é 100% exaustivo",at://did:plc:hllnbe7rsxz574hbc2awer7w/app.bsky.feed.post/3lgdslsrfr22c
